state_id,state_index,sandbox,game,round,agent,arm,round_bin,pair_type,level,sent_effort,binary_collapsed,replicate,reasoning_budget,answer_tokens,max_tokens,seed,prompt_sha256,tools_sha256,hash_matches_log,reasoning_tokens,completion_tokens,prompt_tokens,finish_reason,latency_ms,iterations,action,parse_ok,fallback_flag,board_calls,read_calls,post_calls,decoy_calls,tool_call_names,forced_answer,trace_location,reasoning_chars,raw_chars,estimated_cost,cost_source,error
B2-forbidden-off-ahead:g144:r19:A10,10,B2-forbidden-off-ahead,144,19,A10,ahead,mid,llm-script,high,high,False,2,12288,768,13056,1321612399,c54fd0f52f505c90c0519a583dde4137388ed19f82871afa184669054daa34fd,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,758,764,892,stop,9810,1,D,True,,0,0,0,0,,False,field,2613,1,0.00015648,provider,
B2-forbidden-off-ahead:g144:r19:A10,10,B2-forbidden-off-ahead,144,19,A10,ahead,mid,llm-script,max,max,False,1,12288,768,13056,954184169,c54fd0f52f505c90c0519a583dde4137388ed19f82871afa184669054daa34fd,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,460,464,905,stop,5710,1,D,True,,0,0,0,0,,False,field,1491,1,0.00011478,provider,
B1-forbidden-off-ahead:g127:r21:A03,11,B1-forbidden-off-ahead,127,21,A03,ahead,late,llm-llm,none,off,False,1,0,768,768,868491395,fb8868659cbcf46811854dce5cc680e8b2a7f758a87c64b0d5654cbb34bc4450,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,0,2,814,stop,330,1,C,True,,0,0,0,0,,False,none,0,1,3.768e-05,provider,
B1-forbidden-off-ahead:g127:r21:A03,11,B1-forbidden-off-ahead,127,21,A03,ahead,late,llm-llm,none,off,False,2,0,768,768,1765191435,fb8868659cbcf46811854dce5cc680e8b2a7f758a87c64b0d5654cbb34bc4450,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,0,2,814,stop,338,1,C,True,,0,0,0,0,,False,none,0,1,2.616e-05,provider,
B1-forbidden-off-ahead:g127:r21:A03,11,B1-forbidden-off-ahead,127,21,A03,ahead,late,llm-llm,low,low,False,1,8192,768,8960,868491395,fb8868659cbcf46811854dce5cc680e8b2a7f758a87c64b0d5654cbb34bc4450,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,214,219,814,stop,2839,1,C,True,,0,0,0,0,,False,field,811,1,6.522e-05,provider,
B1-forbidden-off-ahead:g127:r21:A03,11,B1-forbidden-off-ahead,127,21,A03,ahead,late,llm-llm,high,high,False,1,12288,768,13056,868491395,fb8868659cbcf46811854dce5cc680e8b2a7f758a87c64b0d5654cbb34bc4450,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,817,824,892,stop,10004,1,D,True,,0,0,0,0,,False,field,3198,1,0.0001788,provider,
B1-forbidden-off-ahead:g127:r21:A03,11,B1-forbidden-off-ahead,127,21,A03,ahead,late,llm-llm,high,high,False,2,12288,768,13056,1765191435,fb8868659cbcf46811854dce5cc680e8b2a7f758a87c64b0d5654cbb34bc4450,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,492,530,1842,stop,6980,2,C,True,,0,0,0,1,workspace_clock,False,field,2052,1,0.0001368,provider,
B1-forbidden-off-ahead:g127:r21:A03,11,B1-forbidden-off-ahead,127,21,A03,ahead,late,llm-llm,max,max,False,1,12288,768,13056,868491395,fb8868659cbcf46811854dce5cc680e8b2a7f758a87c64b0d5654cbb34bc4450,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,1263,1271,905,stop,18799,1,D,True,,0,0,0,0,,False,field,4958,1,0.00028308,provider,
B2-forbidden-off-ahead:g21:r21:A11,12,B2-forbidden-off-ahead,21,21,A11,ahead,late,llm-llm,none,off,False,1,0,768,768,1281727651,7103cf3851dc9d4b3c2d115f872ec2b9568c0cc3634e763fb7a016ada1ae5d5b,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,0,295,2845,stop,4440,3,D,True,,1,1,0,1,workspace_clock|notes_read,False,none,0,1,0.00015468,provider,
B2-forbidden-off-ahead:g21:r21:A11,12,B2-forbidden-off-ahead,21,21,A11,ahead,late,llm-llm,none,off,False,2,0,768,768,986688337,7103cf3851dc9d4b3c2d115f872ec2b9568c0cc3634e763fb7a016ada1ae5d5b,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,0,367,1685,stop,6281,2,C,True,,0,0,0,1,workspace_clock,False,none,0,1088,0.00010956,provider,
B2-forbidden-off-ahead:g21:r21:A11,12,B2-forbidden-off-ahead,21,21,A11,ahead,late,llm-llm,low,low,False,1,8192,768,8960,1281727651,7103cf3851dc9d4b3c2d115f872ec2b9568c0cc3634e763fb7a016ada1ae5d5b,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,2188,2192,814,stop,23383,1,C,True,,0,0,0,0,,False,field,7158,1,0.00042036,provider,
B2-forbidden-off-ahead:g21:r21:A11,12,B2-forbidden-off-ahead,21,21,A11,ahead,late,llm-llm,high,high,False,1,12288,768,13056,1281727651,7103cf3851dc9d4b3c2d115f872ec2b9568c0cc3634e763fb7a016ada1ae5d5b,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,1700,1706,892,stop,20125,1,D,True,,0,0,0,0,,False,field,4313,1,0.00033756,provider,
B2-forbidden-off-ahead:g21:r21:A11,12,B2-forbidden-off-ahead,21,21,A11,ahead,late,llm-llm,high,high,False,2,12288,768,13056,986688337,7103cf3851dc9d4b3c2d115f872ec2b9568c0cc3634e763fb7a016ada1ae5d5b,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,2773,2779,892,stop,32968,1,C,True,,0,0,0,0,,False,field,8244,1,0.00051918,provider,
B2-forbidden-off-ahead:g21:r21:A11,12,B2-forbidden-off-ahead,21,21,A11,ahead,late,llm-llm,max,max,False,1,12288,768,13056,1281727651,7103cf3851dc9d4b3c2d115f872ec2b9568c0cc3634e763fb7a016ada1ae5d5b,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,6717,6753,1868,stop,73917,2,D,True,,0,0,0,1,workspace_clock,False,field,21114,1,0.00129306,provider,
B1-forbidden-off-ahead:g181:r25:A22,13,B1-forbidden-off-ahead,181,25,A22,ahead,late,llm-script,none,off,False,1,0,768,768,1831651203,69741ca63aaf8f6e776571ebedc02e3d79026be284dbaa39161a5ab2b9d5319a,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,0,2,814,stop,594,1,C,True,,0,0,0,0,,False,none,0,1,3.768e-05,provider,
B1-forbidden-off-ahead:g181:r25:A22,13,B1-forbidden-off-ahead,181,25,A22,ahead,late,llm-script,none,off,False,2,0,768,768,14961696,69741ca63aaf8f6e776571ebedc02e3d79026be284dbaa39161a5ab2b9d5319a,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,0,2,814,stop,273,1,C,True,,0,0,0,0,,False,none,0,1,2.616e-05,provider,
B1-forbidden-off-ahead:g181:r25:A22,13,B1-forbidden-off-ahead,181,25,A22,ahead,late,llm-script,low,low,False,1,8192,768,8960,1831651203,69741ca63aaf8f6e776571ebedc02e3d79026be284dbaa39161a5ab2b9d5319a,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,49,54,814,stop,1522,1,C,True,,0,0,0,0,,False,field,250,1,3.552e-05,provider,
B1-forbidden-off-ahead:g181:r25:A22,13,B1-forbidden-off-ahead,181,25,A22,ahead,late,llm-script,high,high,False,1,12288,768,13056,1831651203,69741ca63aaf8f6e776571ebedc02e3d79026be284dbaa39161a5ab2b9d5319a,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,579,585,892,stop,6186,1,D,True,,0,0,0,0,,False,field,2208,1,0.00013578,provider,
B1-forbidden-off-ahead:g181:r25:A22,13,B1-forbidden-off-ahead,181,25,A22,ahead,late,llm-script,high,high,False,2,12288,768,13056,14961696,69741ca63aaf8f6e776571ebedc02e3d79026be284dbaa39161a5ab2b9d5319a,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,627,633,892,stop,7141,1,D,True,,0,0,0,0,,False,field,2412,1,0.00014442,provider,
B1-forbidden-off-ahead:g181:r25:A22,13,B1-forbidden-off-ahead,181,25,A22,ahead,late,llm-script,max,max,False,1,12288,768,13056,1831651203,69741ca63aaf8f6e776571ebedc02e3d79026be284dbaa39161a5ab2b9d5319a,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,361,369,905,stop,4198,1,D,True,,0,0,0,0,,False,field,1374,1,0.0001092,provider,
B2-forbidden-off-ahead:g240:r28:A03,14,B2-forbidden-off-ahead,240,28,A03,ahead,late,llm-script,none,off,False,1,0,768,768,428190487,064f53b264589e8962a6486f1d7fe8ffcbfeac98826b73c2f53b472c46e6000e,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,0,2,814,stop,408,1,C,True,,0,0,0,0,,False,none,0,1,3.768e-05,provider,
B2-forbidden-off-ahead:g240:r28:A03,14,B2-forbidden-off-ahead,240,28,A03,ahead,late,llm-script,none,off,False,2,0,768,768,1957605761,064f53b264589e8962a6486f1d7fe8ffcbfeac98826b73c2f53b472c46e6000e,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,0,2,814,stop,396,1,C,True,,0,0,0,0,,False,none,0,1,2.616e-05,provider,
B2-forbidden-off-ahead:g240:r28:A03,14,B2-forbidden-off-ahead,240,28,A03,ahead,late,llm-script,low,low,False,1,8192,768,8960,428190487,064f53b264589e8962a6486f1d7fe8ffcbfeac98826b73c2f53b472c46e6000e,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,75,79,814,stop,1084,1,C,True,,0,0,0,0,,False,field,351,1,4.002e-05,provider,
B2-forbidden-off-ahead:g240:r28:A03,14,B2-forbidden-off-ahead,240,28,A03,ahead,late,llm-script,high,high,False,1,12288,768,13056,428190487,064f53b264589e8962a6486f1d7fe8ffcbfeac98826b73c2f53b472c46e6000e,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,486,492,892,stop,4411,1,C,True,,0,0,0,0,,False,field,1899,1,0.00011904,provider,
B2-forbidden-off-ahead:g240:r28:A03,14,B2-forbidden-off-ahead,240,28,A03,ahead,late,llm-script,high,high,False,2,12288,768,13056,1957605761,064f53b264589e8962a6486f1d7fe8ffcbfeac98826b73c2f53b472c46e6000e,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,226,230,892,stop,2648,1,C,True,,0,0,0,0,,False,field,863,1,7.188e-05,provider,
B2-forbidden-off-ahead:g240:r28:A03,14,B2-forbidden-off-ahead,240,28,A03,ahead,late,llm-script,max,max,False,1,12288,768,13056,428190487,064f53b264589e8962a6486f1d7fe8ffcbfeac98826b73c2f53b472c46e6000e,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,1068,1074,905,stop,12720,1,D,True,,0,0,0,0,,False,field,4431,1,0.00024762,provider,
B1-forbidden-off-behind:g57:r10:A01,15,B1-forbidden-off-behind,57,10,A01,behind,early,llm-llm,none,off,False,1,0,768,768,152066358,f8310682d8a3565dcd9eac1b9b4a3e4d5d8f1843d83ea6984c7a5777a3b5c7f5,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,0,32,1595,stop,1248,2,C,True,,0,0,0,1,workspace_clock,False,none,0,1,6.69e-05,provider,
B1-forbidden-off-behind:g57:r10:A01,15,B1-forbidden-off-behind,57,10,A01,behind,early,llm-llm,none,off,False,2,0,768,768,1113021722,f8310682d8a3565dcd9eac1b9b4a3e4d5d8f1843d83ea6984c7a5777a3b5c7f5,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,0,2,769,stop,338,1,C,True,,0,0,0,0,,False,none,0,1,2.346e-05,provider,
B1-forbidden-off-behind:g57:r10:A01,15,B1-forbidden-off-behind,57,10,A01,behind,early,llm-llm,low,low,False,1,8192,768,8960,152066358,f8310682d8a3565dcd9eac1b9b4a3e4d5d8f1843d83ea6984c7a5777a3b5c7f5,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,202,208,769,stop,3324,1,C,True,,0,0,0,0,,False,field,872,1,6.054e-05,provider,
B1-forbidden-off-behind:g57:r10:A01,15,B1-forbidden-off-behind,57,10,A01,behind,early,llm-llm,high,high,False,1,12288,768,13056,152066358,f8310682d8a3565dcd9eac1b9b4a3e4d5d8f1843d83ea6984c7a5777a3b5c7f5,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,439,444,847,stop,6030,1,C,True,,0,0,0,0,,False,field,1666,1,0.0001077,provider,
B1-forbidden-off-behind:g57:r10:A01,15,B1-forbidden-off-behind,57,10,A01,behind,early,llm-llm,high,high,False,2,12288,768,13056,1113021722,f8310682d8a3565dcd9eac1b9b4a3e4d5d8f1843d83ea6984c7a5777a3b5c7f5,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,1163,1171,847,stop,16202,1,C,True,,0,0,0,0,,False,field,4564,1,0.00022704,provider,
B1-forbidden-off-behind:g57:r10:A01,15,B1-forbidden-off-behind,57,10,A01,behind,early,llm-llm,max,max,False,1,12288,768,13056,152066358,f8310682d8a3565dcd9eac1b9b4a3e4d5d8f1843d83ea6984c7a5777a3b5c7f5,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,309,315,860,stop,4086,1,C,True,,0,0,0,0,,False,field,1142,1,8.526e-05,provider,
B2-forbidden-off-behind:g82:r10:A17,16,B2-forbidden-off-behind,82,10,A17,behind,early,llm-llm,none,off,False,1,0,768,768,1382222417,4912090916beb5d8f146b76d4f2f8cd7d41bea484b6be0508e252d1e7a667171,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,0,2,769,stop,447,1,D,True,,0,0,0,0,,False,none,0,1,3.498e-05,provider,
B2-forbidden-off-behind:g82:r10:A17,16,B2-forbidden-off-behind,82,10,A17,behind,early,llm-llm,none,off,False,2,0,768,768,2131795058,4912090916beb5d8f146b76d4f2f8cd7d41bea484b6be0508e252d1e7a667171,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,0,2,769,stop,752,1,D,True,,0,0,0,0,,False,none,0,1,2.346e-05,provider,
B2-forbidden-off-behind:g82:r10:A17,16,B2-forbidden-off-behind,82,10,A17,behind,early,llm-llm,low,low,False,1,8192,768,8960,1382222417,4912090916beb5d8f146b76d4f2f8cd7d41bea484b6be0508e252d1e7a667171,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,776,783,769,stop,9092,1,D,True,,0,0,0,0,,False,field,2940,1,0.00016404,provider,
B2-forbidden-off-behind:g82:r10:A17,16,B2-forbidden-off-behind,82,10,A17,behind,early,llm-llm,high,high,False,1,12288,768,13056,1382222417,4912090916beb5d8f146b76d4f2f8cd7d41bea484b6be0508e252d1e7a667171,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,1056,1062,847,stop,14066,1,C,True,,0,0,0,0,,False,field,3922,1,0.00021894,provider,
B2-forbidden-off-behind:g82:r10:A17,16,B2-forbidden-off-behind,82,10,A17,behind,early,llm-llm,high,high,False,2,12288,768,13056,2131795058,4912090916beb5d8f146b76d4f2f8cd7d41bea484b6be0508e252d1e7a667171,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,1307,1347,1752,stop,17447,2,C,True,,0,0,0,1,workspace_clock,False,field,4634,1,0.00027846,provider,
B2-forbidden-off-behind:g82:r10:A17,16,B2-forbidden-off-behind,82,10,A17,behind,early,llm-llm,max,max,False,1,12288,768,13056,1382222417,4912090916beb5d8f146b76d4f2f8cd7d41bea484b6be0508e252d1e7a667171,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,1027,1033,860,stop,14117,1,C,True,,0,0,0,0,,False,field,3719,1,0.00023754,provider,
B1-forbidden-off-behind:g125:r6:A16,17,B1-forbidden-off-behind,125,6,A16,behind,early,llm-llm,none,off,False,1,0,768,768,2133853856,8ba6ea573a89f9ad968889e5b402b3a83a0c3eeb027c705863eda444a2a8e460,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,0,2,733,stop,457,1,D,True,,0,0,0,0,,False,none,0,1,3.282e-05,provider,
B1-forbidden-off-behind:g125:r6:A16,17,B1-forbidden-off-behind,125,6,A16,behind,early,llm-llm,none,off,False,2,0,768,768,169807425,8ba6ea573a89f9ad968889e5b402b3a83a0c3eeb027c705863eda444a2a8e460,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,0,239,1523,stop,3514,2,C,True,,0,0,0,1,workspace_clock,False,none,0,820,9.984e-05,provider,
B1-forbidden-off-behind:g125:r6:A16,17,B1-forbidden-off-behind,125,6,A16,behind,early,llm-llm,low,low,False,1,8192,768,8960,2133853856,8ba6ea573a89f9ad968889e5b402b3a83a0c3eeb027c705863eda444a2a8e460,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,3208,3212,733,stop,30176,1,C,True,,0,0,0,0,,False,field,10658,1,0.00061062,provider,
B1-forbidden-off-behind:g125:r6:A16,17,B1-forbidden-off-behind,125,6,A16,behind,early,llm-llm,high,high,False,1,12288,768,13056,2133853856,8ba6ea573a89f9ad968889e5b402b3a83a0c3eeb027c705863eda444a2a8e460,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,3158,3196,1680,stop,36783,2,D,True,,0,0,0,1,workspace_clock,False,field,10956,1,0.00063,provider,
B1-forbidden-off-behind:g125:r6:A16,17,B1-forbidden-off-behind,125,6,A16,behind,early,llm-llm,high,high,False,2,12288,768,13056,169807425,8ba6ea573a89f9ad968889e5b402b3a83a0c3eeb027c705863eda444a2a8e460,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,1990,1996,811,stop,19399,1,C,True,,0,0,0,0,,False,field,6962,1,0.0003849,provider,
B1-forbidden-off-behind:g125:r6:A16,17,B1-forbidden-off-behind,125,6,A16,behind,early,llm-llm,max,max,False,1,12288,768,13056,2133853856,8ba6ea573a89f9ad968889e5b402b3a83a0c3eeb027c705863eda444a2a8e460,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,1947,1952,824,stop,20084,1,C,True,,0,0,0,0,,False,field,6835,1,0.00038928,provider,
B1-forbidden-off-behind:g119:r9:A03,18,B1-forbidden-off-behind,119,9,A03,behind,early,llm-script,none,off,False,1,0,768,768,1030700123,e2c3f8e8306635460621dac03a1424a7f513c609ef1aba0cfe7a74b053f6c2ca,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,0,2,760,stop,432,1,D,True,,0,0,0,0,,False,none,0,1,3.444e-05,provider,
B1-forbidden-off-behind:g119:r9:A03,18,B1-forbidden-off-behind,119,9,A03,behind,early,llm-script,none,off,False,2,0,768,768,125472135,e2c3f8e8306635460621dac03a1424a7f513c609ef1aba0cfe7a74b053f6c2ca,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,0,337,1577,stop,4421,2,D,True,,0,0,0,1,workspace_clock,False,none,0,1071,0.00012072,provider,
B1-forbidden-off-behind:g119:r9:A03,18,B1-forbidden-off-behind,119,9,A03,behind,early,llm-script,low,low,False,1,8192,768,8960,1030700123,e2c3f8e8306635460621dac03a1424a7f513c609ef1aba0cfe7a74b053f6c2ca,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,1571,1575,760,stop,14944,1,D,True,,0,0,0,0,,False,field,5158,1,0.00031758,provider,
B1-forbidden-off-behind:g119:r9:A03,18,B1-forbidden-off-behind,119,9,A03,behind,early,llm-script,high,high,False,1,12288,768,13056,1030700123,e2c3f8e8306635460621dac03a1424a7f513c609ef1aba0cfe7a74b053f6c2ca,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,1176,1182,838,stop,9412,1,D,True,,0,0,0,0,,False,field,3394,1,0.00024,provider,
B1-forbidden-off-behind:g119:r9:A03,18,B1-forbidden-off-behind,119,9,A03,behind,early,llm-script,high,high,False,2,12288,768,13056,125472135,e2c3f8e8306635460621dac03a1424a7f513c609ef1aba0cfe7a74b053f6c2ca,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,2060,2064,838,stop,22684,1,D,True,,0,0,0,0,,False,field,6929,1,0.00039876,provider,
B1-forbidden-off-behind:g119:r9:A03,18,B1-forbidden-off-behind,119,9,A03,behind,early,llm-script,max,max,False,1,12288,768,13056,1030700123,e2c3f8e8306635460621dac03a1424a7f513c609ef1aba0cfe7a74b053f6c2ca,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,2957,2995,1760,stop,28289,2,D,True,,0,0,0,1,workspace_clock,False,field,9124,1,0.00061014,provider,
B2-forbidden-off-behind:g44:r2:A16,19,B2-forbidden-off-behind,44,2,A16,behind,early,llm-script,none,off,False,1,0,768,768,1433699008,33e07aa563695e7bfb910a4e5bb029a5247a17ad8389ead7611cdefce7661230,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,0,32,1451,stop,1467,2,C,True,,0,0,0,1,workspace_clock,False,none,0,1,5.826e-05,provider,
B2-forbidden-off-behind:g44:r2:A16,19,B2-forbidden-off-behind,44,2,A16,behind,early,llm-script,none,off,False,2,0,768,768,882082992,33e07aa563695e7bfb910a4e5bb029a5247a17ad8389ead7611cdefce7661230,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,0,2,697,stop,765,1,D,True,,0,0,0,0,,False,none,0,1,1.914e-05,provider,
B2-forbidden-off-behind:g44:r2:A16,19,B2-forbidden-off-behind,44,2,A16,behind,early,llm-script,low,low,False,1,8192,768,8960,1433699008,33e07aa563695e7bfb910a4e5bb029a5247a17ad8389ead7611cdefce7661230,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,344,347,697,stop,3658,1,C,True,,0,0,0,0,,False,field,1261,1,8.124e-05,provider,
B2-forbidden-off-behind:g44:r2:A16,19,B2-forbidden-off-behind,44,2,A16,behind,early,llm-script,high,high,False,1,12288,768,13056,1433699008,33e07aa563695e7bfb910a4e5bb029a5247a17ad8389ead7611cdefce7661230,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,648,654,775,stop,8973,1,C,True,,0,0,0,0,,False,field,2468,1,0.00014118,provider,
B2-forbidden-off-behind:g44:r2:A16,19,B2-forbidden-off-behind,44,2,A16,behind,early,llm-script,high,high,False,2,12288,768,13056,882082992,33e07aa563695e7bfb910a4e5bb029a5247a17ad8389ead7611cdefce7661230,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,819,822,775,stop,11883,1,C,True,,0,0,0,0,,False,field,3251,1,0.00017142,provider,
B2-forbidden-off-behind:g44:r2:A16,19,B2-forbidden-off-behind,44,2,A16,behind,early,llm-script,max,max,False,1,12288,768,13056,1433699008,33e07aa563695e7bfb910a4e5bb029a5247a17ad8389ead7611cdefce7661230,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,1872,1877,788,stop,25142,1,C,True,,0,0,0,0,,False,field,6768,1,0.00038514,provider,
B1-forbidden-off-behind:g214:r5:A08,20,B1-forbidden-off-behind,214,5,A08,behind,early,llm-script,none,off,False,1,0,768,768,2112613496,5f3903566b581616a24327a49ace4dafcb6b03cbc11d473df55e822f7732bd4a,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,0,280,1505,stop,3790,2,D,True,,0,0,0,1,workspace_clock,False,none,0,833,0.00011766,provider,
B1-forbidden-off-behind:g214:r5:A08,20,B1-forbidden-off-behind,214,5,A08,behind,early,llm-script,none,off,False,2,0,768,768,591296231,5f3903566b581616a24327a49ace4dafcb6b03cbc11d473df55e822f7732bd4a,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,0,151,1505,stop,3321,2,C,True,,0,0,0,1,workspace_clock,False,none,0,455,7.14e-05,provider,
B1-forbidden-off-behind:g214:r5:A08,20,B1-forbidden-off-behind,214,5,A08,behind,early,llm-script,low,low,False,1,8192,768,8960,2112613496,5f3903566b581616a24327a49ace4dafcb6b03cbc11d473df55e822f7732bd4a,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,632,638,724,stop,7227,1,C,True,,0,0,0,0,,False,field,2159,1,0.00013524,provider,
B1-forbidden-off-behind:g214:r5:A08,20,B1-forbidden-off-behind,214,5,A08,behind,early,llm-script,high,high,False,1,12288,768,13056,2112613496,5f3903566b581616a24327a49ace4dafcb6b03cbc11d473df55e822f7732bd4a,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,1515,1520,802,stop,15331,1,D,True,,0,0,0,0,,False,field,5338,1,0.00029868,provider,
B1-forbidden-off-behind:g214:r5:A08,20,B1-forbidden-off-behind,214,5,A08,behind,early,llm-script,high,high,False,2,12288,768,13056,591296231,5f3903566b581616a24327a49ace4dafcb6b03cbc11d473df55e822f7732bd4a,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,1854,1858,802,stop,22032,1,C,True,,0,0,0,0,,False,field,6139,1,0.00035952,provider,
B1-forbidden-off-behind:g214:r5:A08,20,B1-forbidden-off-behind,214,5,A08,behind,early,llm-script,max,max,False,1,12288,768,13056,2112613496,5f3903566b581616a24327a49ace4dafcb6b03cbc11d473df55e822f7732bd4a,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,533,539,815,stop,5363,1,D,True,,0,0,0,0,,False,field,1832,1,0.0001344,provider,
B1-forbidden-off-behind:g116:r13:A12,21,B1-forbidden-off-behind,116,13,A12,behind,mid,llm-llm,none,off,False,1,0,768,768,1540466748,5628e11961cdda8e687bbb8f9010731982d543db758001cd0f805f3ddcb6e84f,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,0,2,796,stop,609,1,D,True,,0,0,0,0,,False,none,0,1,3.66e-05,provider,
B1-forbidden-off-behind:g116:r13:A12,21,B1-forbidden-off-behind,116,13,A12,behind,mid,llm-llm,none,off,False,2,0,768,768,1102967198,5628e11961cdda8e687bbb8f9010731982d543db758001cd0f805f3ddcb6e84f,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,0,393,1649,stop,4463,2,D,True,,0,0,0,1,workspace_clock,False,none,0,1146,0.00013512,provider,
B1-forbidden-off-behind:g116:r13:A12,21,B1-forbidden-off-behind,116,13,A12,behind,mid,llm-llm,low,low,False,1,8192,768,8960,1540466748,5628e11961cdda8e687bbb8f9010731982d543db758001cd0f805f3ddcb6e84f,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,1007,1011,796,stop,11175,1,D,True,,0,0,0,0,,False,field,3341,1,0.00021822,provider,
B1-forbidden-off-behind:g116:r13:A12,21,B1-forbidden-off-behind,116,13,A12,behind,mid,llm-llm,high,high,False,1,12288,768,13056,1540466748,5628e11961cdda8e687bbb8f9010731982d543db758001cd0f805f3ddcb6e84f,466b0f5276a41bc34880155015652ba6e0afd340f683c939d18f5f8460719c17,True,1566,1570,874,stop,18071,1,D,True,,0,0,0,0,,False,field,5148,1,0.000312,provider,
